Player/Team,Type,GRD,PTS,REB,AST,STL,BLK,FOULS,TO,FGM,FGA,3PM,3PA,FTM,FTA,Game_ID,Team Name,Win,Season,OREB,DREB,MIN,Q1,Q2,Q3,Q4 
Bagless K,Player,B,8,4,3,1,1,0,0,3,4,2,2,0,0,456,Low Ego,1,4,,,,,,,
Temponeal,Player,A,14,11,4,0,0,0,0,7,9,0,2,0,0,456,Low Ego,1,4,,,,,,,
TOTAL,Team,A-,70,18,19,4,2,3,6,28,41,10,21,4,4,456,Low Ego,1,4,,,,,,,
PROxM0NT,Player,B-,9,1,9,1,0,1,1,4,14,1,8,0,0,456,Worst Nightmare,0,4,,,,,,,
Watch The Wrap,Player,A,26,0,5,0,0,2,2,10,16,6,10,0,0,456,Worst Nightmare,0,4,,,,,,,
NYCSKII,Player,B-,2,0,1,2,0,0,0,1,1,0,0,0,0,456,Worst Nightmare,0,4,,,,,,,
LulNylo,Player,C+,5,3,0,2,2,4,1,2,4,1,3,0,0,456,Worst Nightmare,0,4,,,,,,,
II HAM II,Player,A,21,9,5,1,0,1,0,10,11,1,1,0,0,456,Worst Nightmare,0,4,,,,,,,
TOTAL,Team,B,63,13,20,6,2,8,4,27,46,9,22,0,0,456,Worst Nightmare,0,4,,,,,,,
Hostile,Player,B,18,0,5,2,1,2,0,5,13,2,9,6,6,457,Low Ego,0,4,,,,,,,
Hoggyy2k,Player,B+,12,0,5,1,0,0,0,4,11,2,9,2,2,457,Low Ego,0,4,,,,,,,
Lirkit,Player,C+,3,0,1,2,0,1,1,1,6,1,5,0,0,457,Low Ego,0,4,,,,,,,
Bagless K,Player,C,7,3,2,1,0,2,3,3,5,1,2,0,0,457,Low Ego,0,4,,,,,,,
Temponeal,Player,B+,14,12,1,0,0,1,1,7,11,0,0,0,0,457,Low Ego,0,4,,,,,,,
TOTAL,Team,B,54,15,14,6,1,6,6,20,46,6,25,8,8,457,Low Ego,0,4,,,,,,,
PROxM0NT,Player,A+,29,1,9,1,0,1,2,10,12,7,9,2,2,457,Worst Nightmare,1,4,,,,,,,
Watch The Wrap,Player,A,23,1,6,2,0,0,1,9,15,5,10,0,0,457,Worst Nightmare,1,4,,,,,,,
NYCSKII,Player,B-,7,1,0,0,0,1,1,3,6,1,3,0,0,457,Worst Nightmare,1,4,,,,,,,
LulNylo,Player,B+,16,4,3,1,0,3,1,6,6,4,4,0,0,457,Worst Nightmare,1,4,,,,,,,
II HAM II,Player,A-,8,15,6,0,1,4,1,4,5,0,0,0,0,457,Worst Nightmare,1,4,,,,,,,
TOTAL,Team,A-,83,22,24,4,1,9,6,32,44,17,26,2,2,457,Worst Nightmare,1,4,,,,,,,
IIl9ine,Player,A-,15,0,6,1,0,1,1,5,12,3,9,2,2,458,Beat The Odds,1,4,,,,,,,
Ice Near,Player,A,24,0,9,3,0,1,1,9,11,6,7,0,0,458,Beat The Odds,1,4,,,,,,,
Crunch tuff,Player,B+,10,0,0,0,0,2,0,4,4,2,2,0,0,458,Beat The Odds,1,4,,,,,,,
Sensei_Kevvv,Player,B,12,0,0,0,1,3,2,5,8,2,5,0,0,458,Beat The Odds,1,4,,,,,,,
Paint-Defender,Player,A,13,11,6,0,0,1,0,6,7,1,2,0,0,458,Beat The Odds,1,4,,,,,,,
TOTAL,Team,A-,74,11,21,4,1,8,5,29,42,14,25,2,2,458,Beat The Odds,1,4,,,,,,,
Troofs,Player,A-,16,0,8,2,0,1,3,6,12,4,10,0,0,458,Worst Nightmare,0,4,,,,,,,
NYCSKII,Player,B+,17,0,3,0,0,0,2,7,9,3,5,0,0,458,Worst Nightmare,0,4,,,,,,,
brandonsbak,Player,B,10,0,1,0,0,5,0,4,7,2,5,0,0,458,Worst Nightmare,0,4,,,,,,,
Stacc It,Player,B+,14,3,0,1,1,2,1,5,5,4,4,0,0,458,Worst Nightmare,0,4,,,,,,,
II HAM II,Player,A,15,10,11,0,0,1,2,7,9,1,2,0,0,458,Worst Nightmare,0,4,,,,,,,
TOTAL,Team,A-,72,13,23,3,1,8,8,29,42,14,26,0,0,458,Worst Nightmare,0,4,,,,,,,
 Precision Kill,Player,A,23,0,12,1,0,1,2,7,9,5,7,4,4,459,No Morals,1,4,,,,,,,
ThaGap,Player,A-,23,1,5,0,0,1,0,9,14,5,10,0,0,459,No Morals,1,4,,,,,,,
K-O-B-E-2-K-🧊,Player,A-,24,0,1,5,0,1,0,9,13,6,8,0,0,459,No Morals,1,4,,,,,,,
LaneTendencies,Player,B,10,4,2,4,1,4,1,4,5,2,3,0,0,459,No Morals,1,4,,,,,,,
Mxntay,Player,A,15,7,9,0,0,2,1,7,8,1,1,0,0,459,No Morals,1,4,,,,,,,
TOTAL,Team,A-,95,12,29,10,1,8,4,36,49,19,29,4,4,459,No Morals,1,4,,,,,,,
ill Demenor,Player,B+,16,1,11,0,0,0,7,6,11,3,7,1,1,459,Prodigy Prep,0,4,,,,,,,
lKelseyPlum,Player,B+,12,0,5,0,0,0,1,5,8,1,2,1,1,459,Prodigy Prep,0,4,,,,,,,
PROx T0AST,Player,B,17,0,0,1,0,4,1,6,10,5,8,0,0,459,Prodigy Prep,0,4,,,,,,,
x5Ivee,Player,B-,5,1,0,0,0,3,0,2,6,1,3,0,0,459,Prodigy Prep,0,4,,,,,,,
PROxJAG,Player,A,19,13,6,2,1,1,2,8,9,0,1,3,4,459,Prodigy Prep,0,4,,,,,,,
TOTAL,Team,B+,69,15,22,3,1,8,13,27,44,10,21,5,6,459,Prodigy Prep,0,4,,,,,,,
 Precision Kill,Player,A+,33,0,12,0,0,0,2,12,13,8,8,1,1,460,No Morals,1,4,,,,,,,
ThaGap,Player,A-,19,0,3,2,0,2,0,9,15,1,6,0,0,460,No Morals,1,4,,,,,,,
K-O-B-E-2-K-🧊,Player,B,9,0,1,3,0,0,0,4,5,1,2,0,0,460,No Morals,1,4,,,,,,,
LaneTendencies,Player,C+,10,2,0,0,0,3,0,4,6,2,4,0,0,460,No Morals,1,4,,,,,,,
Mxntay,Player,B-,8,9,3,0,0,2,4,3,6,0,1,2,2,460,No Morals,1,4,,,,,,,
TOTAL,Team,B+,79,11,19,5,0,5,6,32,45,12,21,3,3,460,No Morals,1,4,,,,,,,
ill Demenor,Player,A-,14,0,9,0,0,0,4,6,11,2,7,0,0,460,Prodigy Prep,0,4,,,,,,,
lKelseyPlum,Player,B,9,0,6,0,0,1,0,4,7,1,2,0,0,460,Prodigy Prep,0,4,,,,,,,
PROx T0AST,Player,A-,21,1,2,2,0,4,0,9,10,3,4,0,0,460,Prodigy Prep,0,4,,,,,,,
x5Ivee,Player,B+,14,2,0,2,0,1,0,5,6,4,5,0,0,460,Prodigy Prep,0,4,,,,,,,
PROxJAG,Player,A-,16,9,5,0,0,0,2,7,10,1,3,1,2,460,Prodigy Prep,0,4,,,,,,,
TOTAL,Team,B+,74,12,22,4,0,6,6,31,44,11,21,1,2,460,Prodigy Prep,0,4,,,,,,,
Sinnerz II,Player,B-,3,0,2,0,0,0,0,1,3,1,2,0,0,461,Nightmare City,0,4,,,,,,,
4KJayW,Player,B-,6,0,0,0,0,0,1,2,5,2,4,0,0,461,Nightmare City,0,4,,,,,,,
xxmoneycashxx,Player,C,0,0,0,0,0,0,0,0,0,0,0,0,0,461,Nightmare City,0,4,,,,,,,
CatchingBlessing,Player,C,0,0,0,0,0,0,1,0,0,0,0,0,0,461,Nightmare City,0,4,,,,,,,
islandDevil,Player,B-,4,4,1,0,0,0,0,2,3,0,0,0,0,461,Nightmare City,0,4,,,,,,,
TOTAL,Team,C+,13,4,3,0,0,0,2,5,11,3,6,0,0,461,Nightmare City,0,4,,,,,,,
 Precision Kill,Player,B+,5,1,3,0,0,0,0,2,5,1,3,0,0,461,No Morals,1,4,,,,,,,
ThaGap,Player,B,10,0,0,0,0,0,0,4,5,2,2,0,0,461,No Morals,1,4,,,,,,,
K-O-B-E-2-K-🧊,Player,C,0,0,0,1,0,0,0,0,0,0,0,0,0,461,No Morals,1,4,,,,,,,
LaneTendencies,Player,C+,5,1,0,0,1,1,0,2,3,1,1,0,0,461,No Morals,1,4,,,,,,,
Mxntay,Player,B-,0,4,2,0,0,0,0,0,0,0,0,0,0,461,No Morals,1,4,,,,,,,
TOTAL,Team,B-,20,6,5,1,1,1,0,8,13,4,6,0,0,461,No Morals,1,4,,,,,,,
Sinnerz II,Player,A,29,0,8,1,0,1,2,10,16,7,13,2,2,462,Nightmare City,0,4,,,,,,,
4KJayW,Player,B,13,0,2,2,0,3,1,5,9,2,6,1,1,462,Nightmare City,0,4,,,,,,,
xxmoneycashxx,Player,B,7,0,0,1,1,1,0,3,9,1,5,0,0,462,Nightmare City,0,4,,,,,,,
CatchingBlessing,Player,B-,7,1,5,2,0,1,1,3,6,1,3,0,0,462,Nightmare City,0,4,,,,,,,
islandDevil,Player,A-,17,12,2,0,0,0,2,8,10,1,2,0,0,462,Nightmare City,0,4,,,,,,,
TOTAL,Team,B+,73,13,17,6,1,6,6,29,50,12,29,3,3,462,Nightmare City,0,4,,,,,,,
 Precision Kill,Player,A,20,0,16,0,0,0,3,7,14,6,10,0,0,462,No Morals,1,4,,,,,,,
ThaGap,Player,A-,23,0,3,1,0,2,2,9,11,5,5,0,0,462,No Morals,1,4,,,,,,,
K-O-B-E-2-K-🧊,Player,A,39,1,1,2,0,3,0,14,16,11,11,0,0,462,No Morals,1,4,,,,,,,
LaneTendencies,Player,A-,17,8,4,2,0,3,0,7,8,3,3,0,0,462,No Morals,1,4,,,,,,,
Mxntay,Player,A-,4,9,7,1,1,0,1,2,2,0,0,0,0,462,No Morals,1,4,,,,,,,
TOTAL,Team,A,103,18,31,6,1,8,6,39,51,25,29,0,0,462,No Morals,1,4,,,,,,,
xLifeofVo,Player,A+,24,0,12,0,0,0,1,10,18,4,9,0,0,463,Silent Stars,0,4,,,,,,,
wyiln,Player,B-,10,0,0,0,0,2,0,4,8,2,5,0,0,463,Silent Stars,0,4,,,,,,,
guard flat,Player,C+,10,0,0,1,0,4,0,4,6,2,2,0,0,463,Silent Stars,0,4,,,,,,,
JuTuff,Player,B+,7,6,4,4,0,0,0,3,7,1,3,0,0,463,Silent Stars,0,4,,,,,,,
Jekhz,Player,B+,11,7,1,0,0,1,0,5,8,1,1,0,1,463,Silent Stars,0,4,,,,,,,
TOTAL,Team,B+,62,13,17,5,0,7,2,26,47,10,20,0,1,463,Silent Stars,0,4,,,,,,,
PROxM0NT,Player,A,33,1,5,0,0,0,1,12,16,8,12,1,1,463,Worst Nightmare,1,4,,,,,,,
Watch The Wrap,Player,A-,22,0,4,1,0,2,0,9,12,4,6,0,0,463,Worst Nightmare,1,4,,,,,,,
fiv,Player,C+,3,0,0,0,0,3,0,1,5,1,4,0,0,463,Worst Nightmare,1,4,,,,,,,
NYCSKII,Player,B,7,7,2,0,1,1,1,3,4,1,2,0,0,463,Worst Nightmare,1,4,,,,,,,
llGeeLockedll,Player,B+,8,12,4,0,0,0,3,4,5,0,0,0,0,463,Worst Nightmare,1,4,,,,,,,
TOTAL,Team,B+,73,20,15,1,1,6,5,29,42,14,24,1,1,463,Worst Nightmare,1,4,,,,,,,
ImClem4Real,Player,A,31,2,7,1,0,0,1,11,18,9,16,0,0,464,Flourish,0,4,,,,,,,
JMDHeisman,Player,A-,12,1,5,2,0,1,0,4,8,1,1,3,3,464,Flourish,0,4,,,,,,,
TGF4021,Player,B+,13,0,0,0,1,4,0,6,8,1,3,0,0,464,Flourish,0,4,,,,,,,
xzDOPExz,Player,B+,12,4,1,0,1,2,2,5,9,2,4,0,0,464,Flourish,0,4,,,,,,,
JJGotTheJuice,Player,B+,10,9,1,1,0,0,3,4,6,2,2,0,0,464,Flourish,0,4,,,,,,,
TOTAL,Team,A-,78,16,14,4,2,7,6,30,49,15,26,3,3,464,Flourish,0,4,,,,,,,
Hostile,Player,A,45,1,4,1,0,3,3,16,22,11,16,2,2,464,Low Ego,1,4,,,,,,,
Antywxn,Player,B,10,1,4,3,0,1,1,3,8,3,6,1,1,464,Low Ego,1,4,,,,,,,
Lirkit,Player,C,4,1,0,1,0,1,1,2,3,0,1,0,0,464,Low Ego,1,4,,,,,,,
Bagless K,Player,B+,11,5,4,0,2,0,0,4,6,3,3,0,0,464,Low Ego,1,4,,,,,,,
iDontSwing,Player,A-,16,9,4,0,0,0,1,7,8,1,1,1,2,464,Low Ego,1,4,,,,,,,
TOTAL,Team,B+,86,17,16,5,2,4,6,32,47,18,27,4,5,464,Low Ego,1,4,,,,,,,
ImClem4Real,Player,B+,27,2,3,3,0,0,2,10,16,5,9,2,2,465,Flourish,0,4,,,,,,,
JMDHeisman,Player,A-,16,0,5,0,0,0,1,5,9,4,6,2,2,465,Flourish,0,4,,,,,,,
TGF4021,Player,C+,4,1,5,0,0,4,1,2,6,0,1,0,0,465,Flourish,0,4,,,,,,,
JJGotTheJuice,Player,B+,11,0,3,1,0,0,0,4,5,3,3,0,0,465,Flourish,0,4,,,,,,,
xzDOPExz,Player,A-,16,10,2,1,1,1,2,7,8,2,2,0,0,465,Flourish,0,4,,,,,,,
TOTAL,Team,B+,74,13,18,5,1,5,7,28,44,14,21,4,4,465,Flourish,0,4,,,,,,,
Hostile,Player,A-,23,2,10,0,0,0,2,8,13,4,9,3,3,465,Low Ego,1,4,,,,,,,
Hoggyy2k,Player,B+,18,0,0,1,0,2,1,7,11,4,7,0,0,465,Low Ego,1,4,,,,,,,
Lirkit,Player,B,8,0,0,2,0,2,0,3,7,2,4,0,0,465,Low Ego,1,4,,,,,,,
Bagless K,Player,B,10,10,1,1,1,1,0,4,6,2,2,0,0,465,Low Ego,1,4,,,,,,,
Temponeal,Player,B-,17,8,3,1,0,0,4,8,12,1,1,0,0,465,Low Ego,1,4,,,,,,,
TOTAL,Team,B,76,20,14,5,1,5,8,30,49,13,23,3,3,465,Low Ego,1,4,,,,,,,
IIl9ine,Player,B,15,0,3,0,0,0,2,5,11,5,11,0,0,466,Beat The Odds,0,4,,,,,,,
Ice Near,Player,B-,11,0,3,1,0,1,1,4,6,3,4,0,0,466,Beat The Odds,0,4,,,,,,,
Crunch tuff,Player,B-,12,1,0,0,0,1,1,4,5,4,5,0,0,466,Beat The Odds,0,4,,,,,,,
Trippy III,Player,C+,6,1,0,0,0,0,1,2,2,2,2,0,0,466,Beat The Odds,0,4,,,,,,,
Paint-Defender,Player,C+,0,5,3,0,0,0,2,0,3,0,0,0,0,466,Beat The Odds,0,4,,,,,,,
TOTAL,Team,B-,44,7,9,1,0,2,8,15,27,14,22,0,0,466,Beat The Odds,0,4,,,,,,,
xLifeofVo,Player,A+,17,2,9,2,0,1,0,6,11,4,7,1,1,466,Silent Stars,1,4,,,,,,,
wyiln,Player,A-,14,0,4,0,0,1,0,5,6,4,5,0,0,466,Silent Stars,1,4,,,,,,,
chris,Player,A,24,1,2,1,0,1,0,9,9,6,6,0,0,466,Silent Stars,1,4,,,,,,,
JuTuff,Player,B-,11,2,0,1,0,3,1,5,5,1,1,0,0,466,Silent Stars,1,4,,,,,,,
Jekhz,Player,A,8,6,6,2,0,0,0,4,4,0,0,0,0,466,Silent Stars,1,4,,,,,,,
TOTAL,Team,A-,74,11,21,6,0,6,1,29,35,15,19,1,1,466,Silent Stars,1,4,,,,,,,
IIl9ine,Player,A+,32,0,12,2,0,0,0,12,16,6,8,2,2,467,Beat The Odds,1,4,,,,,,,
Ice Near,Player,A-,20,1,5,2,0,5,0,6,9,6,8,2,2,467,Beat The Odds,1,4,,,,,,,
Crunch tuff,Player,B,8,0,1,0,0,2,0,3,6,2,5,0,0,467,Beat The Odds,1,4,,,,,,,
Trippy III,Player,B-,9,3,1,2,0,0,1,3,4,3,3,0,0,467,Beat The Odds,1,4,,,,,,,
Paint-Defender,Player,A-,23,7,4,0,0,1,2,11,12,1,1,0,0,467,Beat The Odds,1,4,,,,,,,
TOTAL,Team,B+,92,11,23,6,0,8,4,35,47,18,25,4,4,467,Beat The Odds,1,4,,,,,,,
xLifeofVo,Player,A+,36,0,15,1,0,1,2,12,17,8,11,4,4,467,Silent Stars,0,4,,,,,,,
wyiln,Player,B+,19,0,3,0,0,3,0,7,10,5,7,0,0,467,Silent Stars,0,4,,,,,,,
chris,Player,B,13,0,1,1,0,1,2,5,7,3,4,0,0,467,Silent Stars,0,4,,,,,,,
JuTuff,Player,C+,6,3,1,0,0,4,0,2,3,2,2,0,0,467,Silent Stars,0,4,,,,,,,
Jekhz,Player,A-,16,9,4,0,1,1,2,8,9,0,0,0,0,467,Silent Stars,0,4,,,,,,,
TOTAL,Team,B+,90,12,24,2,1,10,6,34,46,18,24,4,4,467,Silent Stars,0,4,,,,,,,
ImClem4Real,Player,A+,37,3,10,2,1,0,4,13,16,9,12,2,2,468,Flourish,1,4,,,,,,,
JMDHeisman,Player,B-,11,1,2,1,1,3,1,5,10,1,4,0,0,468,Flourish,1,4,,,,,,,
TGF4021,Player,B+,12,3,5,4,0,4,2,6,9,0,2,0,0,468,Flourish,1,4,,,,,,,
JJGotTheJuice,Player,B,6,2,2,4,0,0,0,3,6,0,2,0,0,468,Flourish,1,4,,,,,,,
xzDOPExz,Player,A-,22,12,2,2,3,0,4,9,12,1,2,3,3,468,Flourish,1,4,,,,,,,
TOTAL,Team,B+,88,21,21,13,5,6,11,36,53,11,22,5,5,468,Flourish,1,4,,,,,,,
ISO864xRAW,Player,D-,11,0,7,1,0,2,9,5,9,1,2,0,0,468,Shiesty U,0,4,,,,,,,
XxNewJackNinoxX,Player,A,24,1,10,2,1,0,1,10,16,4,6,0,0,468,Shiesty U,0,4,,,,,,,
BluHawk92,Player,B+,15,0,3,2,0,2,0,6,12,3,7,0,0,468,Shiesty U,0,4,,,,,,,
RipXChucky,Player,B,11,5,3,2,0,1,1,4,5,3,4,0,0,468,Shiesty U,0,4,,,,,,,
KingSimbaTV,Player,A-,16,6,2,3,0,1,2,6,7,4,5,0,0,468,Shiesty U,0,4,,,,,,,
TOTAL,Team,B,77,12,25,10,1,6,13,31,49,15,24,0,0,468,Shiesty U,0,4,,,,,,,
MyOllies,Player,A-,17,0,6,0,0,2,3,6,8,5,6,0,0,469,Krashout,1,4,,,,,,,
IIVeno,Player,A,35,0,1,0,0,0,1,12,17,10,15,1,1,469,Krashout,1,4,,,,,,,
Trifecta,Player,B+,22,0,3,2,0,4,0,9,13,4,7,0,0,469,Krashout,1,4,,,,,,,
JerryRiced,Player,B,17,2,4,9,0,5,0,7,8,3,4,0,0,469,Krashout,1,4,,,,,,,
II WHEEL II,Player,A+,13,14,14,0,0,1,1,6,6,1,1,0,0,469,Krashout,1,4,,,,,,,
TOTAL,Team,A-,104,16,28,11,0,12,5,40,52,23,33,1,1,469,Krashout,1,4,,,,,,,
 Precision Kill,Player,B+,30,0,14,1,0,2,5,9,19,7,16,5,5,469,No Morals,0,4,,,,,,,
K-O-B-E-2-K-🧊,Player,A-,23,0,0,1,0,1,0,8,10,7,9,0,0,469,No Morals,0,4,,,,,,,
LaneTendencies,Player,B-,8,1,0,1,0,0,1,3,5,2,4,0,0,469,No Morals,0,4,,,,,,,
Lunatik,Player,B-,6,0,2,0,0,1,1,2,2,2,2,0,0,469,No Morals,0,4,,,,,,,
Mxntay,Player,B+,15,10,5,0,0,0,4,7,9,1,2,0,0,469,No Morals,0,4,,,,,,,
TOTAL,Team,B,82,11,21,3,0,4,11,29,45,19,33,5,5,469,No Morals,0,4,,,,,,,
Total,Team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,Flourish,1,4,,,,,,,
Total,Team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,Flourish,1,4,,,,,,,
Total,Team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,Flourish,1,4,,,,,,,
Total,Team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,Heat Check,0,4,,,,,,,
Total,Team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,No Morals,1,4,,,,,,,
Total,Team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,No Morals,1,4,,,,,,,
Total,Team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,Peak Pressure,0,4,,,,,,,
Total,Team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,Peak Pressure,0,4,,,,,,,
Total,Team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,Prodigy Prep,0,4,,,,,,,
Total,Team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,Prodigy Prep,0,4,,,,,,,
Total,Team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,Shiesty U,0,4,,,,,,,
Total,Team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,Worst Nightmare,1,4,,,,,,,
Hostile,Player,A+,31,0,10,2,0,0,1,11,13,5,6,4,4,8400,Low Ego,1,4,,,,,,,
Hoggyy2k,Player,A-,16,0,8,0,0,1,0,7,12,2,6,0,0,8400,Low Ego,1,4,,,,,,,
Lirkit,Player,A-,17,1,1,1,1,1,1,7,9,3,4,0,0,8400,Low Ego,1,4,,,,,,,
iDontSwing,Player,C+,8,3,1,5,1,3,2,3,5,2,3,0,0,8400,Low Ego,1,4,,,,,,,
Temponeal,Player,B+,10,7,2,1,0,3,0,5,6,0,1,0,0,8400,Low Ego,1,4,,,,,,,
Low Ego,Team,B+,82,11,22,9,2,8,5,33,45,12,20,4,4,8400,Low Ego,1,4,,,,,,,
 Precision Kill,Player,A,26,0,12,0,0,0,4,8,13,3,7,7,7,8400,No Morals,0,4,,,,,,,
bufird,Player,B-,7,0,5,0,0,1,2,3,5,1,2,0,0,8400,No Morals,0,4,,,,,,,
K-O-B-E-2-K-🧊,Player,C+,2,0,0,1,0,0,0,1,3,0,2,0,0,8400,No Morals,0,4,,,,,,,
GreggPopovich-_-,Player,C+,11,3,1,1,0,3,1,5,6,1,2,0,0,8400,No Morals,0,4,,,,,,,
Mxntay,Player,B+,21,8,1,1,0,1,4,10,12,1,2,0,0,8400,No Morals,0,4,,,,,,,
No Morals,Team,B,67,11,19,3,0,5,11,27,39,6,15,7,7,8400,No Morals,0,4,,,,,,,
l CheddR l,Player,A-,17,0,3,0,0,0,1,6,9,5,8,0,0,8401,Peak Pressure,1,4,,,,,,,
Fen,Player,A+,49,0,10,0,0,0,4,16,18,13,14,4,4,8401,Peak Pressure,1,4,,,,,,,
Niyner,Player,C+,8,1,1,3,1,3,2,3,4,2,3,0,0,8401,Peak Pressure,1,4,,,,,,,
KingPlamer,Player,B,10,0,1,3,0,1,0,4,6,2,2,0,0,8401,Peak Pressure,1,4,,,,,,,
Reedrix,Player,A-,8,12,4,0,0,0,2,3,3,0,0,2,2,8401,Peak Pressure,1,4,,,,,,,
TOTAL,Team,B+,92,13,19,6,1,4,9,32,40,22,27,6,6,8401,Peak Pressure,1,4,,,,,,,
ill Demenor,Player,D+,3,0,12,1,0,3,2,1,6,1,4,0,0,8401,Prodigy Prep,0,4,,,,,,,
lKelseyPlum,Player,B,25,0,3,2,0,1,3,9,13,7,10,0,0,8401,Prodigy Prep,0,4,,,,,,,
PROx T0AST,Player,C,18,2,3,1,0,2,1,6,9,4,6,2,2,8401,Prodigy Prep,0,4,,,,,,,
x5Ivee,Player,B-,2,1,2,1,0,0,1,1,3,0,1,0,0,8401,Prodigy Prep,0,4,,,,,,,
PROxJAG,Player,A-,24,7,2,1,0,2,1,10,11,4,4,0,0,8401,Prodigy Prep,0,4,,,,,,,
TOTAL,Team,B-,72,10,22,6,0,8,9,27,42,16,25,2,2,8401,Prodigy Prep,0,4,,,,,,,
Feen4GoonTme,Player,A,26,2,18,1,0,1,1,10,17,4,10,2,2,8402,Beat The Odds,1,4,,,,,,,
JevonWV,Player,A-,19,0,2,0,0,1,0,7,9,5,6,0,0,8402,Beat The Odds,1,4,,,,,,,
Jmoolahhh,Player,B+,12,0,3,3,0,3,0,4,8,2,5,2,2,8402,Beat The Odds,1,4,,,,,,,
Sensei_Kevvv,Player,B+,15,2,0,1,0,2,0,6,7,3,4,0,0,8402,Beat The Odds,1,4,,,,,,,
Paint-Defender,Player,A+,28,11,10,0,0,3,0,13,13,0,0,2,3,8402,Beat The Odds,1,4,,,,,,,
TOTAL,Team,A-,100,15,33,5,0,10,1,40,54,14,25,6,7,8402,Beat The Odds,1,4,,,,,,,
I dvnt score,Player,A,45,0,11,0,0,1,6,15,23,13,20,2,2,8402,Heat Check,0,4,,,,,,,
IIGaurdMeterII,Player,B+,11,0,2,0,0,0,0,4,6,1,2,2,2,8402,Heat Check,0,4,,,,,,,
IIBuckzII,Player,B-,10,0,1,0,0,4,0,4,6,2,2,0,0,8402,Heat Check,0,4,,,,,,,
BigfootXman,Player,B-,13,4,1,0,0,1,0,2,2,2,2,7,7,8402,Heat Check,0,4,,,,,,,
I 800 LEEK,Player,B,14,9,5,1,0,2,0,6,7,2,2,0,2,8402,Heat Check,0,4,,,,,,,
TOTAL,Team,B,93,13,20,1,0,8,6,31,44,20,28,11,13,8402,Heat Check,0,4,,,,,,,
Feen4GoonTme,Player,A-,16,0,8,3,0,0,3,6,15,4,11,0,1,8403,Beat The Odds,1,4,,,,,,,
Ice Near,Player,A-,19,0,4,0,1,1,1,6,12,4,9,3,3,8403,Beat The Odds,1,4,,,,,,,
Crunch tuff,Player,B+,15,1,0,2,1,2,0,6,9,3,5,0,0,8403,Beat The Odds,1,4,,,,,,,
Sensei_Kevvv,Player,B-,5,4,3,3,0,2,0,2,3,1,2,0,0,8403,Beat The Odds,1,4,,,,,,,
Paint-Defender,Player,A-,13,13,4,1,1,4,2,6,7,0,1,1,2,8403,Beat The Odds,1,4,,,,,,,
Beat The Odds,Team,B+,68,18,19,9,3,9,6,26,46,12,28,4,6,8403,Beat The Odds,1,4,,,,,,,
Trifecta,Player,B,12,0,8,0,0,1,5,5,12,2,8,0,0,8403,Krashout,0,4,,,,,,,
IIVeno,Player,B+,17,0,3,2,0,6,1,8,16,1,9,0,0,8403,Krashout,0,4,,,,,,,
JerryRiced,Player,B+,13,2,3,2,0,1,1,5,7,3,5,0,0,8403,Krashout,0,4,,,,,,,
Fr Fella,Player,B-,0,0,2,2,0,1,0,0,3,0,2,0,0,8403,Krashout,0,4,,,,,,,
II WHEEL II,Player,A,17,18,5,0,0,1,2,7,7,1,1,2,2,8403,Krashout,0,4,,,,,,,
Krashout,Team,B+,59,20,21,6,0,10,9,25,45,7,25,2,2,8403,Krashout,0,4,,,,,,,
I CheddR I,Player,B,23,0,2,0,0,0,3,9,17,5,12,0,0,8404,Peak Pressure,1,4,,,,,,,
Fen,Player,A-,27,1,2,1,0,0,1,10,11,5,6,2,3,8404,Peak Pressure,1,4,,,,,,,
Niyner,Player,C+,6,0,1,2,1,4,0,3,6,0,1,0,0,8404,Peak Pressure,1,4,,,,,,,
KingPlamer,Player,B,10,4,0,1,0,0,0,4,5,2,3,0,0,8404,Peak Pressure,1,4,,,,,,,
Reedrix,Player,A,2,17,8,0,0,0,2,1,2,0,0,0,0,8404,Peak Pressure,1,4,,,,,,,
Peak Pressure,Team,B+,68,22,13,4,1,4,6,27,41,12,22,2,3,8404,Peak Pressure,1,4,,,,,,,
ZeusKryptoTV,Player,B-,5,0,6,0,0,2,0,2,12,1,8,0,0,8404,Shiesty U,0,4,,,,,,,
ISO864xRAW,Player,B,19,0,3,1,0,0,2,8,13,3,5,0,0,8404,Shiesty U,0,4,,,,,,,
BluHawk92,Player,B+,14,0,3,2,0,1,0,6,7,2,3,0,0,8404,Shiesty U,0,4,,,,,,,
XxNewJackNinoxX,Player,C,4,4,0,0,0,0,1,2,4,0,1,0,0,8404,Shiesty U,0,4,,,,,,,
KingSimbaTV,Player,B+,5,6,4,1,0,0,1,2,5,1,2,0,0,8404,Shiesty U,0,4,,,,,,,
